SaleID,CustomerID,ProductID,DateID,Quantity,SalesAmount
880ec322-0414-4fac-9c82-140735c7e93d,C0571,1015,46,21.0,132.12
9b215165-e918-4380-98be-991513283a9e,C0948,1017,57,44.0,1483.7
256458d9-a142-4b9b-bad1-43b7c5b6b496,C0650,1028,86,6.0,100.83
44847d69-0c78-4ad0-bff4-61f01f36e64c,C0886,1020,132,5.0,159.84
b53e0159-6e4a-4226-9d87-d072e2afa1cc,C0420,1037,103,50.0,1263.84
97b2782f-0409-4657-a048-effc0f1f9199,C0612,1008,113,40.0,1260.57
076c3c62-4034-4cec-b7a1-b853581d874d,C0726,1030,4,23.0,1786.72
41b6da58-fc54-4401-ad67-844c9ea50dbf,C0153,1032,69,16.0,1985.11
1b130601-b2db-4b33-93e1-e2f788c6f783,C0100,1026,87,2.0,1826.23
bfcad844-0b2b-44d5-bdc9-025e1440b8c9,C0904,1047,73,33.0,1977.55
b1b07535-f371-41f4-ae03-beed5a72ef73,C0895,1005,93,1.0,213.28
6f95713d-b62c-4c90-9047-110e1e5c2a18,C0342,1049,31,42.0,1989.24
0f09d125-c84a-4f9a-87e9-fcac329ac634,C0364,1040,68,25.0,888.29
17033d42-a197-41a9-9956-644111a9548e,C0653,1049,115,5.0,1854.3
b3293f8e-826d-426f-a3c8-67af558b507b,C0070,1006,53,17.0,330.41
7780dd89-1e6e-4ce2-a914-1f79bbfa5b8a,C0210,1045,113,37.0,1506.29
51d47914-a72f-4718-948e-b9ac6af5b19a,C0220,1046,133,23.0,792.14
815c4d88-a254-44c8-afec-67573870eeee,C0125,1033,18,22.0,1015.07
7109e849-1d15-49a2-bb45-c3bdb8ca3d37,C0647,1017,105,1.0,1111.11
24cf1b21-eab8-4a16-9743-f03962dda3a8,C0162,1001,30,45.0,1065.44
0f3da216-a35e-4bf3-a75d-0fd672945676,C0357,1016,90,28.0,410.85
35f03955-d055-4b65-be92-3513cbb0f74a,C0756,1030,65,15.0,611.46
4f8f8e6d-7b72-4c42-b7e5-2b03a7bf8b22,C0838,1032,27,37.0,800.48
f401a41e-1e1e-4d68-9667-b13223b21d35,C0224,1046,24,25.0,834.29
2882abb7-6311-476d-827d-1e2a949cf69f,C0416,1010,134,27.0,1507.34
b5aa4274-6f13-4230-b8d9-46348ccc271b,C0984,1039,135,1.0,1260.38
99420d30-b914-46da-908a-fba5036f8d5d,C0940,1010,136,48.0,1751.49
e99c9bd5-0e90-4dba-a534-54d0042ee1df,C0840,1013,83,47.0,1064.16
71e2d174-90ab-435c-b0e5-d06ed70b4d71,C0071,1044,61,7.0,337.62
a98078dc-d959-43f3-abbc-1b761fc69cf6,C0213,1022,92,40.0,142.59
10005492-7fd8-47ef-8e0d-1aed62485156,C0806,1013,89,2.0,283.5
dc8b7d00-98f9-4f4e-99c9-7c652387674a,C0668,1012,136,28.0,1015.07
68bdd0e5-d939-4692-a54a-f7d27ce1a851,C0658,1039,48,28.0,972.39
d201fee5-b746-470b-99d6-a57ace2b0076,C0690,1046,24,43.0,991.88
bb673bc0-4ab2-4a3f-b2d8-628a9808f607,C0024,1002,137,5.0,359.55
0024fb7e-3fce-42c6-b4e9-181e63b3b577,C0494,1023,106,27.0,997.67
8ee802bb-52eb-4c19-951e-d54680a6300e,C0377,1041,3,25.0,1333.88
271d7efa-c09c-4aef-b9f6-653d276c5a63,C0515,1016,138,34.0,1015.07
d38bdec6-c28b-49b0-8819-bcd17485e108,C0525,1035,23,25.0,1443.56
d5b82c13-f205-4093-bcee-795b7947de30,C0578,1002,68,20.0,1762.83
57fdcdfe-e503-4060-8622-13475dbfc25e,C0595,1019,139,16.0,657.18
5b4aa2df-5bb3-4245-9e3d-55691f5c21b6,C0410,1025,140,21.0,1637.85
3bf10154-9df0-4aa4-ae2e-ba7539e33f6d,C0651,1007,66,21.0,432.19
51dc712b-972e-47b0-9aaf-aca6a26aaa44,C0729,1001,19,8.0,1575.75
9775e12a-c922-4f3e-a50d-12a02531f1c0,C0826,1016,51,23.0,760.7
0eecd196-3f6b-48b5-90ae-9505648d395f,C0828,1001,49,3.0,416.38
7af90bfb-995d-4151-a0df-ac0b9df51180,C0048,1012,53,37.0,298.28
c3a59211-df2b-4cb8-977a-670b6c846c7f,C0517,1037,141,1.0,997.36
4ab1963f-aeb6-4045-b663-0fa0c439fb10,C0125,1003,142,9.0,326.09
ec79086b-7f25-470b-9f2e-13bdad25c548,C0369,1025,133,23.0,174.36
4f82312b-4a08-4657-88ac-35e84bb9f2a9,C0812,1009,143,41.0,1766.71
c3d80a3d-844e-410d-9f56-7a864f330fd7,C0690,1043,85,27.0,1015.07
d22273cb-1282-496c-afc2-81aa1181a10e,C0821,1034,19,25.0,1492.62
f637d016-3066-4827-83bc-3f2bf5188401,C0941,1025,53,45.0,1319.48
5171a653-7ab1-4711-9dfe-c0a8978c2141,C0890,1039,67,18.0,1759.71
36b07bfc-641e-4ec5-954a-fec4440f6d16,C0450,1007,69,47.0,438.69
144c45e7-9aae-4d79-93ea-253ae9b549b1,C0845,1012,85,41.0,773.84
11adf581-aa56-4c21-a4f3-2bc0ecf69f9f,C0223,1048,118,8.0,881.14
bc960540-41d0-4d4d-be1f-76238266423f,C0981,1046,46,8.0,586.87
8913bc70-9211-4362-8300-a0b1be388804,C0540,1017,109,13.0,1952.6
99b59fe6-07e3-4890-ae1f-1eda0b96dfa6,C0014,1014,94,4.0,1044.16
47946550-d226-4487-bbe9-5618127ef193,C0153,1041,50,44.0,615.94
8cd03cee-edd1-4dc5-bf81-f4f86be7a8dc,C0342,1032,59,9.0,997.18
5eed85a3-05f7-467f-953a-fef5811ea2c1,C0034,1015,9,19.0,1981.83
f1ec0abe-dd75-4e8f-a967-cc5fc8ef533e,C0910,1028,144,49.0,144.75
ef5b79ed-e8d5-447c-85a8-0c0e585bdd6e,C0910,1049,101,31.0,267.82
f93ca157-278a-4dd6-910a-736099f159ef,C0949,1043,81,33.0,171.11
0b86c429-5f0a-476e-8682-b06a4e18fecf,C0324,1027,45,49.0,1045.39
